step,module,touch_frac,c_r_mean,c_r_median,c_r_max,frac_eq1,frac_ge8,frac_ge32,frac_ge64
7800,L0.out_proj,0.7628,41.95,12,2185,0.0870,0.4545,0.2228,0.1312
7800,L0.residual_lut,0.9807,130.52,65,1564,0.0144,0.8877,0.6653,0.4954
7800,L1.qkv_lut,0.9814,130.42,66,2203,0.0164,0.8836,0.6634,0.4995
7800,L1.v_lut,0.8276,38.67,13,1168,0.0799,0.5211,0.2514,0.1399
7800,L1.out_proj,0.9121,35.08,15,954,0.0712,0.6039,0.2762,0.1433
7800,L1.residual_lut,0.9993,128.09,89,1033,0.0027,0.9731,0.8164,0.6248
7800,L2.qkv_lut,0.9940,128.78,89,1222,0.0026,0.9691,0.8053,0.6157
7800,L2.v_lut,0.9408,34.01,16,891,0.0567,0.6527,0.2928,0.1407
7800,L2.out_proj,0.5567,57.48,9,3408,0.0907,0.2949,0.1566,0.0997
7800,L2.residual_lut,0.9226,138.74,86,1803,0.0293,0.8127,0.6655,0.5308
7800,L3.qkv_lut,0.8965,142.78,77,1976,0.0365,0.7690,0.6206,0.4922
7800,L3.v_lut,0.7573,42.26,16,1392,0.0680,0.5038,0.2635,0.1464
7800,L3.out_proj,0.1897,168.66,20,6147,0.0241,0.1212,0.0815,0.0633
7800,L3.residual_lut,0.6133,208.71,115,2176,0.0256,0.5444,0.4712,0.3984
7800,L4.qkv_lut,0.6338,201.96,103,2518,0.0269,0.5542,0.4655,0.3864
7800,L4.v_lut,0.4252,75.26,25,2246,0.0365,0.3054,0.1942,0.1317
7800,L4.out_proj,0.0218,1470.65,222,8192,0.0010,0.0190,0.0167,0.0151
7800,L4.residual_lut,0.8918,143.52,70,2274,0.0144,0.8101,0.6199,0.4673
7800,L5.qkv_lut,0.8449,151.50,74,1757,0.0155,0.7601,0.5864,0.4598
7800,L5.v_lut,0.7177,44.59,14,1517,0.0716,0.4554,0.2354,0.1389
7800,L5.out_proj,0.0123,2601.93,315,8192,0.0006,0.0101,0.0081,0.0074
7800,L5.residual_lut,0.5652,226.47,42,6811,0.0366,0.4412,0.3108,0.2434
8000,L0.qkv_lut,1.0000,128.00,101,773,0.0000,0.9990,0.9647,0.7738
8000,L0.v_lut,0.9897,32.33,20,617,0.0122,0.8425,0.3005,0.0927
8000,L0.out_proj,0.7653,41.81,12,2198,0.0865,0.4581,0.2243,0.1316
8000,L0.residual_lut,0.9841,130.06,63,1559,0.0144,0.8906,0.6682,0.4900
8000,L1.qkv_lut,0.9832,130.18,65,2210,0.0148,0.8840,0.6673,0.4995
8000,L1.v_lut,0.8290,38.60,13,1172,0.0798,0.5218,0.2519,0.1396
8000,L1.out_proj,0.9121,35.08,15,962,0.0688,0.6054,0.2780,0.1442
8000,L1.residual_lut,0.9985,128.19,90,1010,0.0027,0.9712,0.8196,0.6223
8000,L2.qkv_lut,0.9940,128.78,89,1213,0.0018,0.9704,0.8075,0.6141
8000,L2.v_lut,0.9395,34.06,16,848,0.0554,0.6560,0.2934,0.1404
8000,L2.out_proj,0.5629,56.85,9,3482,0.0918,0.2976,0.1571,0.1004
8000,L2.residual_lut,0.9277,137.97,88,1775,0.0325,0.8162,0.6704,0.5383
8000,L3.qkv_lut,0.9015,141.98,79,1942,0.0371,0.7720,0.6248,0.5008
8000,L3.v_lut,0.7634,41.92,17,1348,0.0687,0.5109,0.2661,0.1481
8000,L3.out_proj,0.1941,164.87,20,6029,0.0252,0.1256,0.0828,0.0643
8000,L3.residual_lut,0.6311,202.82,113,2101,0.0344,0.5505,0.4709,0.3958
8000,L4.qkv_lut,0.6497,197.00,101,2705,0.0304,0.5612,0.4709,0.3910
8000,L4.v_lut,0.4332,73.86,24,2182,0.0379,0.3083,0.1955,0.1321
8000,L4.out_proj,0.0232,1379.71,208,8192,0.0012,0.0196,0.0172,0.0157
8000,L4.residual_lut,0.8828,144.99,64,2016,0.0215,0.7676,0.5779,0.4429
8000,L5.qkv_lut,0.8356,153.18,65,2205,0.0218,0.7217,0.5430,0.4225
8000,L5.v_lut,0.6711,47.69,13,2226,0.0763,0.4125,0.2217,0.1369
8000,L5.out_proj,0.0119,2688.66,383,8192,0.0007,0.0098,0.0086,0.0080
8000,L5.residual_lut,0.5981,214.00,66,5508,0.0195,0.5015,0.3862,0.3025
