#{"t_start": 1785186932.7995453, "env_id": "Walker2d-v5"}
r,l,t
766.201528,296,788.392071
1190.693006,425,791.730879
1795.007662,580,796.438599
742.485623,242,798.340079
581.224283,237,800.191415
352.979629,186,801.643711
719.707378,335,804.321261
204.791643,116,805.227155
626.720325,307,807.657024
959.084527,310,810.113353
707.65497,286,812.37466
728.50534,316,814.845184
657.074552,236,816.583256
2350.784282,767,822.524464
2347.257804,731,828.132769
609.498227,248,830.08484
1569.058415,509,834.086333
1063.19758,295,836.398009
2383.631702,837,842.950842
1587.171563,511,846.912593
692.673479,224,848.686464
1285.716841,558,853.025575
1769.135858,540,857.176379
2914.001563,1000,865.027148
1961.762166,771,870.995192
276.177536,126,871.922235
1562.986971,482,875.568341
854.347677,299,877.871802
568.904334,212,879.521603
1469.610937,426,882.84697
1528.855873,543,887.03159
1468.550489,410,890.165643
202.098817,110,891.027858
1410.572016,452,894.566293
1672.547069,522,898.5998
1573.443837,444,902.057302
782.826913,293,904.336349
1091.945462,314,906.726875
2173.160422,667,911.845496
2846.273483,1000,919.64403
766.34699,283,921.869139
1207.724851,442,925.354457
1184.183508,398,928.278901
1110.158141,294,930.451755
3501.191229,1000,938.260496
1675.543046,676,943.486564
872.27231,321,946.020459
3088.314087,820,952.466801
2823.960067,1000,960.299734
3240.543305,1000,968.024506
3018.531257,1000,984.126195
332.372517,191,985.594476
3204.320948,1000,993.610136
2519.760217,1000,1001.543102
2658.000727,1000,1009.663386
2993.917726,1000,1017.384831
2676.09157,1000,1025.219997
3576.412725,1000,1033.004731
3537.893344,1000,1040.634287
1855.543366,635,1045.588705
1307.260192,537,1049.789722
2816.14374,1000,1057.555032
2024.619498,669,1062.824744
2878.837835,1000,1070.701291
852.299874,296,1073.009527
3143.980246,1000,1080.843304
2065.61616,596,1085.540739
2136.251941,675,1090.839363
3294.915584,1000,1098.694108
2767.237835,1000,1106.562729
1807.864427,510,1110.57181
167.584223,102,1111.373305
3434.578642,1000,1119.082098
740.511014,256,1121.02829
2103.476664,657,1125.897299
3148.799601,942,1133.254744
3577.498957,1000,1141.068295
1068.763029,333,1143.703038
3683.635294,977,1151.315963
1293.382201,369,1154.207392
3634.140759,1000,1161.917603
1187.217737,351,1164.534274
3729.248282,1000,1172.119894
3310.528612,1000,1186.217285
3247.104833,1000,1194.040262
3250.630052,954,1201.545497
3202.062704,1000,1209.355778
3067.589151,967,1216.92357
1741.508821,475,1220.668969
3668.286983,1000,1228.507512
3691.531215,1000,1236.234499
2113.026059,636,1241.095009
3339.838273,1000,1248.98097
1017.88599,414,1252.256201
1097.250726,334,1254.881118
2076.827025,574,1259.311306
3580.286804,1000,1266.665784
1603.651581,426,1269.864555
3488.183891,1000,1277.70872
2208.099487,692,1283.112881
3367.215076,1000,1290.968671
3537.617683,1000,1298.783395
3836.775333,1000,1306.619528
4041.524597,1000,1314.468058
3747.296505,1000,1321.994368
3793.429916,1000,1329.51839
2972.901969,1000,1337.208938
2160.450845,585,1341.49489
3840.735113,1000,1349.337468
3669.236512,1000,1357.013798
1615.190983,471,1360.559407
3459.143112,1000,1368.342222
1016.762004,310,1370.775971
1690.547195,456,1374.345647
3851.898939,1000,1391.035588
3903.484533,1000,1398.903946
3847.660884,1000,1406.601891
3794.01151,1000,1414.420921
4120.40661,1000,1422.204384
2064.640973,523,1426.234022
4049.882351,1000,1433.973013
3877.939533,1000,1441.754062
4016.67839,1000,1449.549204
3963.939293,1000,1457.362581
3931.763796,1000,1465.16602
3963.996157,1000,1473.050065
2885.981238,728,1478.729135
2744.26503,664,1483.866088
3938.56976,1000,1491.473005
3874.87115,1000,1498.812764
4174.182089,1000,1506.214876
4050.739367,1000,1513.99661
4093.234335,1000,1521.540446
3929.927877,1000,1529.377134
3792.804212,1000,1537.267022
4013.722401,1000,1545.06998
4177.747531,1000,1552.916628
4056.294208,1000,1560.664097
4148.403489,1000,1568.424412
2635.315981,677,1573.741842
4084.590779,1000,1591.197484
4074.914916,1000,1599.057208
4065.189415,1000,1606.821992
4023.716397,1000,1614.543919
1748.00692,478,1618.194499
2414.245518,673,1623.46917
3862.248648,1000,1631.182065
4087.449765,1000,1638.978668
277.664447,123,1639.960163
4106.176984,1000,1647.641605
867.023689,274,1649.75239
1939.605995,490,1653.389571
532.748213,198,1654.291753
32.280621,45,1654.496807
1929.682368,488,1656.694643
2169.837398,552,1659.216048
3943.424121,1000,1663.741658
4026.898591,982,1668.175136
1428.3525,380,1670.010865
4117.49335,1000,1674.844828
211.62784,113,1675.360518
4121.824354,1000,1679.998773
2341.045452,590,1682.671113
4221.316162,1000,1687.135989
970.778317,284,1688.404723
4243.839468,1000,1692.982611
4297.471206,1000,1697.611413
2639.766735,686,1700.97308
1409.065604,441,1703.199107
44.587687,67,1703.537486
3985.845424,1000,1708.195935
2306.631616,608,1711.119987
1554.66672,418,1713.076312
4236.213179,1000,1718.219082
4030.495127,1000,1723.783258
4021.196829,1000,1729.309283
1164.122834,327,1730.87307
4111.52899,1000,1737.484399
4198.518708,1000,1742.472572
4094.53998,1000,1747.287797
3855.264034,1000,1751.892107
4240.530732,1000,1756.35236
4001.760622,1000,1761.009377
3806.341096,1000,1765.853788
4123.370889,1000,1770.782514
4236.508694,1000,1776.328348
4065.861041,1000,1782.078673
4244.378195,1000,1787.727567
4150.301109,1000,1793.326684
4110.709388,1000,1797.904872
4187.204987,1000,1802.729796
3798.977315,927,1806.8539
4141.583799,1000,1811.339394
3910.889059,1000,1815.82646
1518.710723,412,1817.808376
4267.97454,1000,1822.852412
4154.386332,1000,1827.911463
4200.260748,1000,1833.119778
1656.36647,452,1835.727642
4307.06995,1000,1841.155709
4050.459588,1000,1846.504703
1661.818549,436,1848.866132
4221.111517,1000,1853.263155
4274.628803,1000,1857.905274
2988.262752,707,1864.573488
4181.114785,1000,1869.370354
2752.430472,647,1872.23527
4099.64818,1000,1876.699596
4431.958002,1000,1881.343571
4386.952117,1000,1885.965761
4192.566067,1000,1890.646555
4256.116799,1000,1895.683137
4413.919182,1000,1901.150446
4361.504091,1000,1905.826726
1180.91318,315,1907.359764
4365.281336,1000,1912.460964
161.974864,88,1912.854683
4223.243145,1000,1918.079692
1305.864835,350,1920.100018
4299.098978,1000,1924.782775
4244.983801,1000,1930.038815
2944.247042,733,1933.385125
4111.23935,1000,1938.475149
4243.404612,1000,1944.196058
4089.029064,1000,1949.3145
1851.567061,463,1951.584794
186.982523,87,1952.008657
151.19247,90,1952.432673
4134.530319,1000,1957.380531
4269.591517,1000,1963.898338
4212.262812,1000,1968.762583
4384.578781,1000,1973.940817
4308.586609,1000,1978.917245
4302.40441,1000,1985.539266
4430.828493,1000,1994.173114
4359.009258,1000,1998.900661
3814.139369,911,2003.561082
4185.767878,1000,2010.852454
4088.147807,1000,2015.581222
4035.277113,1000,2021.036666
4126.352618,1000,2025.751168
4411.500631,1000,2034.24106
2183.739569,540,2036.952431
13.184372,25,2037.082719
4218.491285,1000,2041.931334
2933.674186,1000,2046.707429
4268.403839,1000,2051.733325
4539.454194,1000,2056.748607
2029.439166,503,2059.235964
4467.38582,1000,2064.131648
3897.108392,890,2068.650319
4405.124107,1000,2073.575489
4309.600352,1000,2078.302656
103.992695,78,2078.65868
4020.184359,1000,2085.48494
4100.226884,1000,2090.815379
157.566647,94,2091.247388
4478.486035,1000,2096.529542
4268.676948,1000,2104.942387
4307.050506,1000,2109.969358
777.000211,250,2111.409047
1249.733394,338,2115.453319
4307.845858,1000,2126.033822
4345.718869,1000,2130.811976
3964.97119,1000,2140.036211
4349.395388,1000,2146.260321
11.701653,38,2146.729465
117.120288,80,2147.27445
4179.709315,1000,2152.147703
2871.249505,688,2155.700143
4300.99634,1000,2164.70181
4396.38465,1000,2169.402874
4032.586779,1000,2175.173889
123.110551,80,2175.54232
4264.43937,1000,2180.192562
4232.262223,1000,2186.072666
4200.250479,1000,2191.296274
4125.051512,1000,2196.404781
4423.993643,1000,2204.32288
4309.720388,1000,2208.900156
4075.058496,1000,2213.498033
4361.431802,1000,2218.330133
4319.409921,1000,2223.366862
3348.959291,1000,2227.987979
152.674609,84,2228.371474
4227.809215,1000,2233.095226
4142.401546,1000,2237.926562
4264.322159,1000,2242.74401
4163.247464,1000,2247.573063
4442.059746,1000,2252.382015
4447.396419,1000,2256.906017
4340.207786,1000,2261.438472
4254.596898,1000,2265.969405
4208.828869,1000,2273.990247
227.662294,106,2274.520032
4116.359576,1000,2279.253078
4319.99102,1000,2284.084814
1325.623503,457,2286.237478
4407.264942,1000,2291.307576
4592.615354,1000,2296.578444
4604.360628,1000,2301.98141
4200.74185,1000,2306.942453
4527.776985,1000,2312.130684
4350.081949,1000,2316.953205
4260.163128,1000,2321.646801
128.123371,88,2322.074916
4339.143999,1000,2326.948519
116.14135,81,2327.342674
129.7319,81,2327.735234
4304.114119,1000,2332.607524
4411.762798,1000,2337.47876
115.135717,83,2337.889778
172.161744,96,2338.359609
4441.611585,1000,2343.262902
4417.344476,1000,2348.128417
115.06739,80,2348.517689
106.237962,78,2348.896536
118.448981,85,2349.309007
4402.52128,1000,2354.16801
150.302337,95,2354.6315
114.206613,81,2355.024797
112.197537,79,2355.406245
4155.714483,1000,2360.290431
115.243018,82,2360.688756
122.586851,81,2361.082498
4316.357515,1000,2365.962198
128.45221,78,2366.357621
108.505018,84,2366.785406
129.334962,86,2367.225069
130.547698,79,2367.625762
4451.341842,1000,2373.002841
166.010219,86,2373.484157
108.558314,80,2373.924216
4392.862554,1000,2379.212653
106.212491,76,2379.611874
4186.802234,1000,2384.892375
4317.971911,1000,2390.186617
103.822358,80,2390.608053
107.714825,76,2391.008227
4418.200169,1000,2396.315198
103.369182,84,2396.75809
4574.88543,1000,2405.203607
113.866083,80,2405.593356
4045.761765,1000,2410.867273
4460.515459,1000,2416.424301
4567.362715,1000,2421.931018
4500.0967,1000,2427.152287
109.507583,78,2427.551652
115.376563,75,2427.939649
115.335445,78,2428.335037
140.404108,84,2428.764354
4561.263877,1000,2433.965652
125.963026,61,2434.26093
114.440745,81,2434.651447
150.889891,87,2435.101442
118.868211,84,2435.543721
4465.252348,1000,2439.952182
140.530306,81,2440.308819
4433.088903,1000,2445.85976
4434.28506,1000,2452.32778
4516.190089,1000,2457.339253
184.512053,92,2457.762186
4514.456704,1000,2462.236586
101.266914,91,2462.657574
4635.050013,1000,2467.625322
4563.709558,1000,2474.015752
3991.831855,851,2479.800443
4361.957705,1000,2484.379452
4263.67289,1000,2489.258738
4443.068499,1000,2494.071198
4541.892705,1000,2498.626856
4428.005802,1000,2503.474828
4485.63163,1000,2508.160717
4404.693547,1000,2512.772368
4516.410279,1000,2517.551818
4711.682315,1000,2522.502988
4328.60555,1000,2527.36901
4586.600263,1000,2535.606205
4444.408681,1000,2540.087513
4632.617988,1000,2544.476629
4524.20454,1000,2548.977931
4623.838542,1000,2553.844445
4585.848712,1000,2558.82244
4683.938669,1000,2564.230938
141.117211,78,2564.667166
4583.552833,1000,2570.246152
4600.047225,1000,2575.211043
4755.405871,1000,2580.037258
4415.946571,1000,2584.843577
4609.091962,1000,2589.584626
4506.977708,1000,2594.316906
4903.184187,1000,2598.935308
4474.056763,1000,2603.554881
4753.143861,1000,2608.254593
4583.333021,1000,2613.17415
4729.034256,1000,2618.449802
4779.277218,1000,2624.047987
4268.350996,1000,2629.648216
323.294359,138,2630.418161
4725.21311,1000,2636.014891
4499.762357,1000,2641.610039
290.087898,129,2642.33306
4556.241389,1000,2647.801505
4434.698177,1000,2652.893387
4505.086669,1000,2658.48652
4742.159455,1000,2667.018681
4294.627767,931,2671.114712
4709.043694,1000,2675.499825
4572.999037,1000,2679.943949
4551.786098,1000,2684.344417
4528.92844,1000,2688.719573
4488.188267,1000,2693.061485
4693.14454,1000,2697.442516
4583.500821,1000,2701.871769
4688.803774,1000,2706.24525
4335.347563,1000,2710.671943
4553.480104,1000,2715.120875
4493.369162,1000,2719.506616
4867.246029,1000,2723.880092
4677.782404,1000,2728.283632
4784.395001,1000,2732.667637
4622.479884,1000,2737.115315
4759.017961,1000,2741.976904
4588.802094,1000,2746.837701
4476.831586,1000,2751.686146
4764.295152,1000,2756.533783
4598.641686,1000,2761.381558
4867.292113,1000,2766.222012
4707.964632,1000,2771.066747
838.878337,251,2772.283112
316.137133,134,2772.932626
4603.565058,1000,2777.781282
4556.309085,1000,2786.039995
4618.808404,1000,2790.969465
4184.358215,1000,2795.881235
4536.496665,1000,2801.396425
197.490043,104,2801.979332
4569.516461,1000,2807.565551
4633.168002,1000,2813.160109
4569.264942,1000,2818.745306
227.983102,112,2819.372535
4271.33029,1000,2824.962025
4590.823118,1000,2830.572958
4679.186388,1000,2836.174689
3105.965511,720,2840.17484
4681.032527,1000,2845.506154
4694.485169,1000,2850.241124
4571.692503,1000,2854.75876
4738.40116,1000,2859.201629
4769.965224,1000,2863.613489
4834.579553,1000,2868.222245
4609.428976,1000,2873.080899
4810.324744,1000,2877.947167
4871.777959,1000,2882.807794
4876.691426,1000,2887.658738
4883.153611,1000,2892.516902
4839.999145,1000,2897.359887
4694.776152,1000,2902.199576
4785.539244,1000,2906.709621
4780.633293,1000,2913.883553
4741.582664,1000,2918.560952
343.997672,122,2919.100977
174.069942,83,2919.467224
4674.093357,1000,2924.304424
4911.263805,1000,2929.244245
4787.520567,1000,2934.837883
4899.984133,1000,2940.432072
140.85083,83,2940.895941
233.122845,119,2941.56272
4759.212351,1000,2947.15994
4612.199513,1000,2952.759715
4612.131583,1000,2958.277115
58.895344,42,2958.49117
4989.303605,1000,2963.979165
4671.22585,1000,2969.573647
4858.781671,1000,2975.159741
4986.804044,1000,2980.164259
4790.857648,1000,2985.039285
4686.363648,1000,2989.825455
4820.359932,1000,2994.642279
4386.93249,1000,2999.347489
4809.868482,1000,3003.693877
124.955776,78,3004.031308
4894.233885,1000,3008.693356
4821.577585,1000,3014.328508
4856.36286,1000,3019.923089
4652.055082,1000,3025.456782
4754.931642,1000,3030.166864
4749.397016,1000,3034.66426
4663.296559,1000,3042.848861
137.124085,80,3043.236008
4737.138971,1000,3047.721768
4777.960978,1000,3052.195366
4851.833727,1000,3056.643291
4736.044512,1000,3061.15345
4904.686621,1000,3065.907501
179.613494,91,3066.359399
4754.271815,1000,3071.26885
4744.218438,1000,3075.78044
4757.19347,1000,3080.24677
4838.464403,1000,3084.644285
4761.064534,1000,3089.034701
132.475763,76,3089.366958
340.194324,123,3089.909047
4729.877732,1000,3094.456459
4763.065329,1000,3099.571099
4712.772337,1000,3105.18418
311.145468,121,3105.859573
4723.965379,1000,3111.443686
4725.018929,1000,3117.030332
4830.583248,1000,3122.621017
4580.975349,1000,3128.21057
4743.418144,1000,3133.804181
4923.378344,1000,3139.396758
4790.737429,1000,3145.002832
4944.893812,1000,3150.6082
4817.500371,1000,3156.269595
4547.364597,1000,3161.863991
4768.237929,1000,3166.742611
4714.318178,1000,3174.795789
4966.722012,1000,3179.592834
4813.081443,1000,3184.677295
4919.910261,1000,3189.429552
4852.681551,1000,3193.969265
4849.201476,1000,3198.593097
4509.623412,1000,3203.316036
4720.613607,1000,3208.221542
4890.092886,1000,3212.915876
4945.167642,1000,3217.825625
4555.79806,1000,3222.853555
4790.153399,1000,3227.810664
237.456612,100,3228.328346
239.367049,103,3228.841445
4298.082989,1000,3233.647937
4803.865334,1000,3239.402028
4660.058728,1000,3245.151233
4806.136079,1000,3250.143948
4790.520755,1000,3254.98611
4816.444313,1000,3259.878581
4872.092745,1000,3264.747154
4740.003573,1000,3269.821685
4506.97429,1000,3274.860852
4772.006923,1000,3279.818463
4816.375133,1000,3284.40689
4863.925556,1000,3291.652722
4759.307364,1000,3301.004312
4771.2452,1000,3305.624376
4689.516515,1000,3311.362193
4798.086276,1000,3320.482873
4805.361331,1000,3329.378758
4741.167095,1000,3338.214352
4845.926177,1000,3346.889577
4724.738574,1000,3355.854362
4671.126935,1000,3365.304104
4700.720126,1000,3374.325403
4549.528624,1000,3383.607553
4476.208695,1000,3392.777079
4727.340883,1000,3402.074871
4744.657272,1000,3411.568228
5018.842453,1000,3420.929196
4906.275499,1000,3430.114267
4792.023757,1000,3439.246144
4776.751098,1000,3446.050772
4480.095756,1000,3450.880126
4713.03493,1000,3455.542908
4311.316844,1000,3460.344831
4626.374083,1000,3465.453726
4805.930949,1000,3470.453125
4793.341932,1000,3475.521518
4826.417575,1000,3480.482515
4798.469097,1000,3488.444138
410.037114,149,3489.26182
4939.41828,1000,3493.850972
4869.478082,1000,3499.883651
4786.595256,1000,3504.539469
4727.141304,1000,3509.555825
4596.171874,1000,3516.454052
4843.556123,1000,3522.218318
4664.042877,1000,3527.221971
4878.664152,1000,3532.350577
4830.491678,1000,3537.517482
4733.489858,1000,3542.614886
175.975617,97,3543.083833
4874.716018,1000,3547.804763
4752.900833,1000,3554.271144
4772.747534,1000,3564.3645
383.055215,280,3567.158408
4811.726057,1000,3573.842282
4772.55449,1000,3579.108472
4857.224103,1000,3589.396446
4822.159499,1000,3606.372506
4735.39152,1000,3623.477609
4848.510604,1000,3639.708992
4880.265157,1000,3649.370014
4960.69893,1000,3659.164489
4717.961015,1000,3668.866533
4939.175765,1000,3678.531547
4815.490098,1000,3688.223248
4767.507972,1000,3710.512411
4835.348564,1000,3719.777986
4787.567777,1000,3729.013273
4939.87336,1000,3738.208136
4806.248937,1000,3747.425056
4648.995776,1000,3756.267707
4936.928516,1000,3765.03951
4893.798856,1000,3773.580692
4759.371717,1000,3782.320067
4804.5703,1000,3791.169812
4446.957817,1000,3799.96738
4711.71184,1000,3808.452061
4973.531362,1000,3816.933982
4692.328558,1000,3825.436154
4869.110789,1000,3833.941923
4817.843017,1000,3842.375842
474.26874,156,3843.69912
4926.374076,1000,3852.271219
4808.211285,1000,3860.969824
4714.668407,1000,3869.800814
4625.174408,1000,3878.660281
4846.706778,1000,3887.586493
4679.580595,1000,3896.481961
4895.107255,1000,3905.33757
4900.669127,1000,3914.248559
4951.810938,1000,3923.136082
4804.032862,1000,3943.230829
4735.320436,1000,3951.892333
4863.769264,1000,3960.580297
4918.861909,1000,3969.41952
4851.538434,1000,3978.284851
4908.938497,1000,3987.065578
4783.599099,1000,3995.960137
4989.032458,1000,4004.790151
4847.896175,1000,4013.293322
5011.977402,1000,4022.028433
4881.285144,1000,4030.902973
4744.881417,1000,4039.806056
4788.790061,1000,4048.844411
4859.453384,1000,4057.605385
4886.39428,1000,4066.492833
4968.94916,1000,4075.297226
5071.540494,1000,4084.125203
4924.724304,1000,4093.011731
4781.167624,1000,4101.904202
4952.230314,1000,4110.791144
4705.469848,1000,4119.561365
4882.629696,1000,4128.186051
4985.882627,1000,4137.01394
4853.786975,1000,4145.879209
4828.342623,1000,4154.738492
4812.666824,1000,4174.902898
4005.652799,1000,4183.722881
4694.922328,1000,4192.496897
4814.257623,1000,4201.350256
4844.12966,1000,4210.170453
4723.277412,1000,4219.054228
4939.206132,1000,4227.953611
4868.351431,1000,4236.81395
4822.94682,1000,4245.690054
4892.380647,1000,4254.550332
4612.434416,1000,4263.399412
4825.774503,1000,4272.279413
4822.551109,1000,4281.145346
4862.663398,1000,4289.990205
5154.595162,1000,4298.789685
4831.98208,1000,4307.758847
4849.049798,1000,4316.886347
4700.986738,1000,4325.775435
5027.815494,1000,4335.413448
4955.357617,1000,4345.513783
5027.269524,1000,4355.469143
4846.93759,1000,4365.417972
295.649289,130,4366.706508
4860.593852,1000,4376.601518
4937.563575,1000,4386.551374
4830.902675,1000,4396.383863
145.230425,92,4411.334416
5090.111182,1000,4421.33218
4119.346911,867,4429.944455
4618.737517,1000,4439.681271
4796.32347,1000,4449.618294
131.861576,66,4450.279702
5069.882717,1000,4460.182811
314.028248,117,4461.343322
4929.05063,1000,4471.228687
270.109426,108,4472.288887
4866.120465,1000,4481.625286
5206.273607,1000,4490.447732
4996.802067,1000,4499.31942
5039.580094,1000,4508.056914
5036.724455,1000,4516.781236
5107.992322,1000,4525.435996
4979.614636,1000,4534.309708
4847.24638,1000,4543.211418
5124.901764,1000,4552.118561
4945.752537,1000,4560.850597
5056.972081,1000,4569.518417
5088.16025,1000,4578.399935
4774.357461,1000,4587.305346
4708.840345,1000,4596.161415
4900.965099,1000,4605.017395
4925.694188,1000,4613.898356
5145.496049,1000,4622.756447
5014.593275,1000,4631.319828
4982.581481,1000,4651.739414
5023.197222,1000,4660.639023
4846.575405,1000,4669.54274
4895.398883,1000,4678.314817
4665.641292,1000,4686.917425
4879.905177,1000,4695.829428
4997.081825,1000,4704.779909
4825.627461,1000,4713.662565
4846.87501,1000,4722.587125
4747.725695,1000,4731.520991
4946.272434,1000,4740.168334
5025.27529,1000,4748.691725
4886.540961,1000,4757.339346
5034.189822,1000,4766.234125
586.849705,196,4767.994781
4989.467113,1000,4776.890265
4823.863697,1000,4785.698833
4663.038433,1000,4794.44797
4912.280561,1000,4803.323303
4968.38703,1000,4812.193062
4934.649818,1000,4821.069937
4949.726825,1000,4829.983347
4927.631671,1000,4838.817277
5055.836922,1000,4847.764839
4690.329136,1000,4856.672211
37.010243,38,4857.012029
4866.357669,1000,4865.854422
4005.553494,804,4884.314631
4924.159575,1000,4893.23294
5061.779266,1000,4902.130171
136.277432,61,4902.676815
5018.740038,1000,4911.658532
5120.905541,1000,4920.787529
4961.354076,1000,4929.832915
4989.119931,1000,4938.752114
4817.349492,1000,4947.676029
5028.637639,1000,4956.597213
4716.162251,1000,4965.161779
4949.012458,1000,4973.7496
4482.119196,1000,4982.425906
4901.609472,1000,4991.358359
4888.086129,1000,5000.293106
4827.934558,1000,5009.229798
5133.666059,1000,5018.135824
4766.942557,1000,5027.052458
5019.694795,1000,5035.980497
4845.63952,1000,5044.918623
4868.038648,1000,5053.864272
4964.054358,1000,5062.790832
4757.684374,1000,5071.715601
5172.354658,1000,5080.635432
4813.967348,1000,5089.580914
4980.966697,1000,5098.342551
302.820227,119,5099.351398
4959.620014,1000,5119.223906
5065.730856,1000,5127.939518
5040.196153,1000,5136.889012
5179.533173,1000,5145.800712
4956.742038,1000,5154.733622
4702.787422,1000,5163.651886
4861.40367,1000,5172.577931
4818.050911,1000,5181.261597
5050.912247,1000,5187.480019
5050.473076,1000,5192.675775
4839.433382,1000,5197.210138
4936.176035,1000,5202.051708
4976.451051,1000,5206.477307
4986.955204,1000,5211.123114
4980.310755,1000,5216.971328
5088.24656,1000,5222.480424
5138.806801,1000,5227.512318
4937.768259,1000,5232.909616
4940.578912,1000,5238.478981
4976.194743,1000,5244.087987
4936.236041,1000,5249.766978
4865.477441,1000,5255.393925
5106.927279,1000,5261.013965
4903.140186,1000,5266.633811
5023.380273,1000,5272.194801
5101.680613,1000,5283.320115
4859.333673,1000,5288.840662
4932.420887,1000,5294.361001
4897.021253,1000,5299.867129
5016.164754,1000,5305.415384
5087.957071,1000,5310.969641
4861.443366,1000,5316.475075
4685.594253,1000,5322.140524
5181.118681,1000,5327.726736
4986.020177,1000,5333.379158
4993.400216,1000,5338.932635
4856.524989,1000,5344.465783
167.746654,90,5344.996035
4963.83792,1000,5350.51211
5046.681075,1000,5356.043363
4932.22577,1000,5361.672251
4923.781111,1000,5367.213872
5057.13965,1000,5372.735219
4812.933682,1000,5378.334048
5037.84013,1000,5383.818267
5048.654995,1000,5389.343712
5103.257942,1000,5394.684191
4849.379123,1000,5399.873333
4860.849666,1000,5404.851793
4908.877011,1000,5409.799871
4957.990579,1000,5414.899025
4932.954711,1000,5424.152953
4980.557587,1000,5429.192037
4999.102958,1000,5434.236843
5000.545349,1000,5439.295967
5032.969906,1000,5444.576341
5043.00428,1000,5449.904241
4885.880222,1000,5454.911624
4925.403007,1000,5459.863408
4976.7199,1000,5465.079467
5037.698113,1000,5470.191249
4949.644538,1000,5475.267918
5061.177843,1000,5480.368825
4942.396054,1000,5485.326345
4959.159695,1000,5490.350196
4951.22353,1000,5495.514548
4982.422628,1000,5500.635717
5297.058643,1000,5505.68293
4955.266803,1000,5510.663428
5165.82894,1000,5515.939611
5178.786614,1000,5520.989429
5011.624471,1000,5526.098951
5154.183231,1000,5531.178526
5127.083863,1000,5536.451149
4839.352048,1000,5541.508757
121.440204,87,5541.943513
136.880906,92,5542.406648
132.497922,79,5542.825896
5054.87308,1000,5548.050872
4936.225054,1000,5557.254905
4877.342597,1000,5562.431059
4973.095461,1000,5567.508744
5050.325109,1000,5572.67092
4913.191938,1000,5577.715053
5151.64582,1000,5582.785929
115.716146,82,5583.18836
5275.583324,1000,5588.108679
5082.229011,1000,5593.231133
122.640635,83,5593.684355
4822.796439,1000,5598.775741
5049.664477,1000,5604.01734
4859.850638,1000,5609.213096
5106.172633,1000,5614.439924
4962.858893,1000,5619.456549
5221.770667,1000,5624.504033
5054.173926,1000,5629.801811
5205.990535,1000,5635.503692
5277.213065,1000,5641.254658
5075.504255,1000,5646.390791
5214.208163,1000,5651.409183
5189.026817,1000,5656.343078
5228.662536,1000,5661.381605
4884.42108,1000,5666.537948
5239.547144,1000,5671.78404
4959.785099,1000,5676.917668
5008.579886,1000,5681.974579
4929.580153,1000,5691.634626
4917.693702,1000,5696.856945
5030.581588,1000,5702.062414
5074.932448,1000,5707.32629
5026.492281,1000,5712.387327
4767.372945,1000,5717.467798
5302.873581,1000,5722.429822
5207.877665,1000,5727.753818
5098.574071,1000,5732.961594
5065.89829,1000,5737.933622
4945.550293,1000,5742.987705
5086.255661,1000,5747.972693
4959.184365,1000,5753.001979
5120.916726,1000,5758.306904
5098.048906,1000,5763.461885
5320.94449,1000,5768.533277
5077.362202,1000,5773.588196
5169.921912,1000,5778.707478
5027.871712,1000,5783.701596
4951.879549,1000,5788.820214
5245.637525,1000,5794.01575
5109.73962,1000,5799.00764
5020.025621,1000,5804.086391
5137.578304,1000,5808.956434
5172.595152,1000,5814.044163
5059.734253,1000,5823.869081
51.492508,41,5824.090245
4959.460948,1000,5829.162345
5349.750662,1000,5834.206784
5151.939176,1000,5839.31293
5205.631001,1000,5844.326434
5065.146273,1000,5849.409814
5303.079481,1000,5854.4479
85.803991,49,5854.69751
4988.861688,1000,5859.791995
4894.14284,1000,5865.064882
5254.845139,1000,5870.155034
5297.039673,1000,5875.312048
5326.884434,1000,5880.561874
5245.319638,1000,5885.614885
5324.073372,1000,5890.705725
5224.068773,1000,5895.891672
4929.273776,1000,5901.060131
5192.933705,1000,5906.046336
5107.197708,1000,5911.100739
5207.683813,1000,5916.288467
5305.324211,1000,5921.400887
5208.341284,1000,5926.683951
5378.698784,1000,5932.126037
5301.59256,1000,5937.150061
5288.673918,1000,5942.391515
5180.862268,1000,5947.609551
5184.787992,1000,5957.218896
5228.02931,1000,5962.205973
5228.554433,1000,5967.254548
5101.987182,1000,5972.346432
5326.138151,1000,5978.375862
196.056757,81,5978.870847
5038.377768,1000,5984.075885
4992.368127,1000,5989.166271
5168.94278,1000,5994.278052
5118.370631,1000,6000.098076
5270.102831,1000,6006.114835
3869.978699,772,6010.688541
5239.50112,1000,6016.129963
5344.59628,1000,6021.128545
5247.088902,1000,6026.072306
145.134839,67,6026.405291
5177.464265,1000,6031.364722
5338.661275,1000,6036.477556
5053.428558,1000,6041.453072
4977.408383,1000,6046.656811
5073.130253,1000,6051.607649
5058.000381,1000,6056.649676
5114.707271,1000,6061.742793
5017.252979,1000,6066.972076
5063.306606,1000,6071.806358
5065.424302,1000,6076.522403
5212.076035,1000,6081.258046
4947.809642,1000,6088.970987
5093.956265,1000,6093.318042
5141.059008,1000,6097.847479
4946.080349,1000,6102.400074
5218.459318,1000,6107.021285
5157.578106,1000,6111.928014
5142.051718,1000,6117.01685
5156.152587,1000,6122.270062
4897.931772,1000,6127.508391
5067.341207,1000,6132.62563
5161.475433,1000,6137.944833
5023.050905,1000,6143.296381
5031.006135,1000,6148.667585
5167.057016,1000,6153.872326
