step,L0.qk_joint.T_soft,L0.qk_joint.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L0.out_v2d.T,L1.qk_joint.T_soft,L1.qk_joint.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L1.out_v2d.T,L2.qk_joint.T_soft,L2.qk_joint.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L2.out_v2d.T,L3.qk_joint.T_soft,L3.qk_joint.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L3.out_v2d.T,L4.qk_joint.T_soft,L4.qk_joint.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L4.out_v2d.T,L5.qk_joint.T_soft,L5.qk_joint.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel,L5.out_v2d.T
12000,0.327588,0.230263,0.131590,0.108412,1.105460,0.238242,1.099901,2.391978,0.273432,0.779403,0.380396,0.581624,0.317696,0.647350,1.412791,0.319959,0.431323,0.336207,0.518078,0.333945,0.427708,0.626457,0.453545,0.360866,0.337828,0.484755,0.385261,0.127150,0.530854,0.455910,0.572335,0.553855,0.638998,0.572251,0.116459,0.501441,0.489127,0.510930,0.518991,0.591770,0.555524,0.106179
12200,0.327998,0.228898,0.132052,0.107879,1.130552,0.236202,1.155227,2.446483,0.270237,0.796677,0.380182,0.589776,0.317189,0.674049,1.435635,0.318432,0.434294,0.336462,0.523082,0.334272,0.439848,0.625516,0.450319,0.358990,0.335568,0.485880,0.384248,0.127645,0.532865,0.456285,0.573345,0.554559,0.642448,0.573147,0.116596,0.501617,0.488214,0.511017,0.519024,0.592923,0.556081,0.106300
12400,0.328699,0.227656,0.132298,0.107107,1.159089,0.234181,1.213216,2.492957,0.266189,0.811377,0.379160,0.598753,0.317093,0.703155,1.452399,0.315028,0.435544,0.335505,0.527707,0.334459,0.453362,0.626712,0.448957,0.358150,0.334305,0.488403,0.384471,0.128266,0.532170,0.454256,0.574079,0.555028,0.651205,0.577847,0.116684,0.502503,0.488425,0.511250,0.519719,0.595815,0.557213,0.106402
12600,0.329781,0.226910,0.132301,0.106218,1.180006,0.232185,1.268304,2.546095,0.264141,0.824930,0.378449,0.605217,0.316478,0.727866,1.473065,0.312677,0.436335,0.334385,0.530990,0.334288,0.462774,0.627181,0.447359,0.356808,0.332887,0.490131,0.384624,0.128580,0.532763,0.453644,0.574581,0.555287,0.655840,0.579388,0.116750,0.502060,0.487509,0.511172,0.520203,0.599136,0.558938,0.106474
12800,0.330689,0.225992,0.132751,0.105665,1.205579,0.230062,1.329857,2.597547,0.260790,0.838215,0.376747,0.612753,0.315869,0.757242,1.493635,0.310214,0.437641,0.333559,0.535207,0.334389,0.473706,0.629179,0.446131,0.355655,0.331420,0.491408,0.384111,0.129061,0.532722,0.452110,0.576573,0.556926,0.661945,0.582160,0.116890,0.502251,0.486915,0.510708,0.520139,0.601619,0.560148,0.106572
13000,0.332085,0.225338,0.133421,0.105234,1.231022,0.228319,1.392377,2.643013,0.257729,0.853130,0.375405,0.621130,0.315790,0.787533,1.512889,0.307090,0.440614,0.333610,0.539357,0.334354,0.485674,0.630005,0.444705,0.354277,0.329713,0.492280,0.383414,0.129540,0.531903,0.450227,0.578147,0.558073,0.666417,0.584109,0.117007,0.501488,0.485552,0.511610,0.521229,0.605476,0.561966,0.106664
13200,0.332746,0.224114,0.133577,0.104505,1.254977,0.225669,1.457259,2.686735,0.254308,0.866439,0.373365,0.628470,0.315175,0.818906,1.531213,0.304299,0.442585,0.332651,0.542987,0.334206,0.498677,0.630798,0.442918,0.353040,0.328163,0.494445,0.383579,0.129947,0.531818,0.448644,0.578481,0.558158,0.671337,0.586398,0.117151,0.501449,0.484610,0.511226,0.521248,0.607567,0.562713,0.106728
13400,0.333918,0.223323,0.133992,0.103916,1.278859,0.223303,1.527430,2.743435,0.252108,0.881674,0.371566,0.637297,0.314846,0.852493,1.551208,0.302139,0.444911,0.332174,0.548245,0.334635,0.513030,0.631813,0.441981,0.352336,0.327163,0.497274,0.384067,0.130504,0.533351,0.448758,0.578751,0.558405,0.676453,0.587968,0.117339,0.502757,0.485094,0.510000,0.520456,0.609846,0.564244,0.106858
13600,0.334559,0.222337,0.134238,0.103256,1.302631,0.221406,1.597493,2.788181,0.249612,0.896105,0.369689,0.644617,0.314174,0.883713,1.571951,0.299865,0.447668,0.332218,0.552861,0.334841,0.525567,0.631398,0.439580,0.351110,0.325461,0.499265,0.384158,0.130992,0.533210,0.447381,0.581223,0.560531,0.681531,0.589130,0.117449,0.501731,0.483311,0.510117,0.520669,0.611532,0.564951,0.106931
13800,0.334828,0.221101,0.134825,0.102823,1.325518,0.219531,1.669859,2.823202,0.246389,0.908900,0.368056,0.651626,0.313615,0.915720,1.591597,0.297611,0.448693,0.331258,0.557122,0.334869,0.537811,0.633266,0.438109,0.350306,0.324350,0.501042,0.384128,0.131517,0.531738,0.445017,0.579901,0.559397,0.684193,0.590211,0.117553,0.500810,0.481795,0.510652,0.521380,0.613601,0.565785,0.106959
14000,0.335600,0.220067,0.135294,0.102256,1.348634,0.217731,1.747712,2.867684,0.243792,0.923162,0.366614,0.657466,0.312638,0.950765,1.607823,0.294923,0.451291,0.331156,0.561175,0.334940,0.551329,0.634501,0.436968,0.349034,0.322987,0.502039,0.383697,0.132006,0.532831,0.444429,0.581487,0.560840,0.689172,0.592455,0.117633,0.500904,0.481435,0.511351,0.522367,0.617399,0.567497,0.107027
14200,0.336962,0.219503,0.135657,0.101641,1.374795,0.215975,1.830386,2.911052,0.240578,0.939951,0.365275,0.666861,0.312161,0.989630,1.631956,0.293313,0.454973,0.331457,0.566910,0.335288,0.566966,0.634072,0.434291,0.348142,0.321589,0.504170,0.383755,0.132660,0.532471,0.443057,0.581606,0.560894,0.693982,0.594298,0.117801,0.500799,0.480917,0.510739,0.521723,0.618863,0.567868,0.107099
14400,0.337371,0.218242,0.135924,0.101055,1.398245,0.213987,1.914644,2.950386,0.237591,0.954982,0.363619,0.673754,0.311165,1.027411,1.651402,0.290846,0.457655,0.331416,0.571253,0.335215,0.581957,0.632432,0.430699,0.346618,0.319644,0.505950,0.383279,0.133248,0.533344,0.442689,0.582335,0.561430,0.698427,0.595875,0.117915,0.499507,0.478991,0.510128,0.521403,0.620658,0.568178,0.107178
14600,0.337252,0.216719,0.136406,0.100569,1.422121,0.211835,2.004252,3.002840,0.235179,0.970421,0.361583,0.682007,0.310862,1.069089,1.667286,0.287815,0.459698,0.331128,0.575778,0.335346,0.597618,0.635177,0.430428,0.347263,0.319730,0.508813,0.383941,0.134032,0.534189,0.442361,0.582179,0.561477,0.702165,0.597398,0.117945,0.500221,0.479113,0.510445,0.521796,0.624826,0.570031,0.107237
14800,0.338529,0.216226,0.136757,0.100048,1.443486,0.209838,2.093019,3.052034,0.232806,0.983484,0.359664,0.689078,0.310224,1.110196,1.691926,0.286205,0.462275,0.331060,0.580063,0.335237,0.614147,0.638137,0.430433,0.345000,0.317357,0.509741,0.383171,0.134564,0.533957,0.441576,0.582466,0.561589,0.705092,0.597955,0.118051,0.499481,0.477358,0.509152,0.520800,0.626509,0.570970,0.107316
15000,0.339875,0.215771,0.137107,0.099583,1.469987,0.208541,2.182516,3.095844,0.230600,0.996015,0.357991,0.695863,0.309519,1.150392,1.718992,0.285070,0.463978,0.330577,0.584100,0.335227,0.630374,0.636521,0.426895,0.344254,0.316303,0.510775,0.382707,0.135126,0.536323,0.442652,0.582102,0.561385,0.710148,0.600268,0.118140,0.499162,0.476302,0.509311,0.520635,0.628302,0.571474,0.107372
15200,0.340533,0.214900,0.137539,0.099083,1.495238,0.206892,2.276576,3.138085,0.227625,1.009832,0.356123,0.703450,0.308990,1.195550,1.739802,0.283420,0.467858,0.330881,0.588364,0.335094,0.646847,0.638547,0.426412,0.344132,0.315812,0.514065,0.383441,0.135595,0.536138,0.441506,0.584597,0.563507,0.715857,0.602875,0.118264,0.500807,0.476798,0.508972,0.520473,0.628895,0.571462,0.107474
15400,0.341044,0.213879,0.137840,0.098554,1.515873,0.204956,2.369719,3.185643,0.225360,1.024102,0.354751,0.710672,0.308389,1.238122,1.761497,0.281628,0.471308,0.331290,0.591792,0.334616,0.662978,0.639514,0.424982,0.343042,0.314426,0.515265,0.382875,0.136147,0.534842,0.439580,0.585001,0.563794,0.719192,0.605023,0.118374,0.500003,0.475331,0.507978,0.520279,0.631085,0.572909,0.107565
15600,0.342583,0.213413,0.138202,0.098026,1.540328,0.203166,2.475255,3.235980,0.222618,1.040348,0.352806,0.720046,0.308014,1.288806,1.789784,0.280813,0.473439,0.330667,0.597496,0.334552,0.681731,0.639822,0.423388,0.342425,0.313384,0.517236,0.382526,0.137047,0.535125,0.438590,0.586236,0.564710,0.722282,0.606449,0.118523,0.500055,0.474633,0.508134,0.520488,0.632667,0.573142,0.107643
15800,0.343194,0.212436,0.138137,0.097269,1.564389,0.201435,2.576412,3.294292,0.221349,1.054954,0.351189,0.726784,0.307425,1.335400,1.795866,0.277182,0.476822,0.331070,0.601168,0.334213,0.699052,0.640829,0.421357,0.341499,0.312281,0.519073,0.382461,0.137595,0.534616,0.437288,0.583679,0.562291,0.721675,0.604842,0.118635,0.499617,0.473944,0.508347,0.520815,0.636280,0.574957,0.107732
16000,0.343398,0.211225,0.138422,0.096795,1.591035,0.199557,2.686409,3.336120,0.219050,1.067196,0.348895,0.733235,0.306561,1.386268,1.820320,0.275923,0.479617,0.331123,0.606800,0.334490,0.718230,0.641091,0.419439,0.340248,0.310685,0.520600,0.381780,0.138245,0.534051,0.435890,0.584627,0.563006,0.728116,0.608109,0.118700,0.498551,0.471363,0.507996,0.520349,0.637877,0.575634,0.107816
16200,0.344016,0.210235,0.139013,0.096493,1.616234,0.197616,2.802500,3.365636,0.216077,1.080926,0.346628,0.740981,0.305951,1.442125,1.840495,0.273413,0.481522,0.330408,0.611117,0.334010,0.737127,0.641013,0.417481,0.339601,0.309423,0.522715,0.381613,0.139200,0.534716,0.435796,0.583533,0.561894,0.729571,0.608136,0.118875,0.499339,0.471482,0.509162,0.521629,0.642437,0.577728,0.107955
16400,0.344531,0.209183,0.139295,0.095960,1.641006,0.195840,2.910083,3.413919,0.213793,1.098690,0.344853,0.748413,0.305250,1.497897,1.859728,0.271533,0.484504,0.330419,0.616798,0.334442,0.756399,0.640849,0.415114,0.338890,0.308400,0.524179,0.381271,0.139996,0.532813,0.432927,0.583932,0.562124,0.733049,0.608719,0.118990,0.499836,0.471508,0.508800,0.521180,0.644803,0.578761,0.108011
16600,0.345468,0.208515,0.139775,0.095567,1.664902,0.194081,3.024401,3.463662,0.211578,1.114062,0.342713,0.756995,0.304671,1.553814,1.876030,0.269237,0.486868,0.330170,0.622215,0.334575,0.774743,0.639931,0.412521,0.338643,0.307650,0.527022,0.381443,0.140726,0.533341,0.431913,0.583292,0.561278,0.736359,0.610058,0.119097,0.499427,0.470129,0.508536,0.520949,0.647454,0.579426,0.108115
16800,0.346253,0.207701,0.139996,0.095046,1.687222,0.192367,3.134254,3.518666,0.210170,1.129743,0.341156,0.763787,0.303986,1.609619,1.890480,0.266893,0.489407,0.330276,0.626622,0.334699,0.793772,0.639834,0.409666,0.337553,0.306166,0.528634,0.380974,0.141392,0.532902,0.430745,0.583164,0.561090,0.739136,0.611252,0.119216,0.498848,0.468816,0.507939,0.520715,0.649378,0.580806,0.108219
17000,0.346888,0.206927,0.140506,0.094662,1.712385,0.191004,3.245434,3.561611,0.208133,1.144580,0.339262,0.770321,0.303042,1.667318,1.896817,0.263740,0.491705,0.330017,0.630498,0.334500,0.815048,0.641044,0.408022,0.337495,0.305534,0.530793,0.380952,0.142248,0.533835,0.430696,0.579834,0.557509,0.740133,0.610689,0.119334,0.498489,0.467607,0.508871,0.521775,0.651587,0.581710,0.108329
17200,0.347698,0.206269,0.140797,0.094213,1.734876,0.189033,3.357991,3.591964,0.205719,1.160187,0.337336,0.777894,0.302155,1.727668,1.914971,0.262100,0.493602,0.329726,0.636238,0.334667,0.837407,0.640526,0.405588,0.336810,0.304376,0.532338,0.380409,0.142953,0.530823,0.427017,0.581086,0.559072,0.743996,0.611671,0.119483,0.499421,0.467115,0.508603,0.521344,0.653795,0.582546,0.108432
17400,0.348111,0.205422,0.140926,0.093643,1.757542,0.187346,3.464570,3.639789,0.203949,1.173176,0.334997,0.784668,0.301172,1.790402,1.938759,0.261235,0.495696,0.329508,0.640812,0.334746,0.859426,0.643298,0.404883,0.336638,0.303821,0.534459,0.380487,0.143803,0.532580,0.427611,0.581245,0.558684,0.745936,0.611890,0.119607,0.499706,0.466323,0.507534,0.519961,0.654413,0.582555,0.108526
17600,0.348713,0.204741,0.141189,0.093128,1.783687,0.186064,3.568838,3.680716,0.202004,1.188215,0.333053,0.792288,0.300235,1.857570,1.952943,0.258555,0.497988,0.329271,0.645691,0.334542,0.883671,0.646301,0.404863,0.335428,0.302281,0.535306,0.379893,0.144554,0.531805,0.426318,0.582527,0.559969,0.748250,0.612823,0.119758,0.500417,0.466237,0.507303,0.519713,0.656416,0.583326,0.108611
17800,0.349319,0.203968,0.141643,0.092766,1.807438,0.184361,3.643867,3.728037,0.200862,1.201685,0.331174,0.799112,0.299409,1.924381,1.976081,0.257466,0.499968,0.328890,0.649736,0.334309,0.905362,0.647661,0.403475,0.334466,0.300993,0.537669,0.379865,0.145430,0.534197,0.427625,0.583084,0.560139,0.753118,0.615616,0.119882,0.499143,0.463838,0.507484,0.520087,0.658227,0.584375,0.108720
18000,0.349842,0.203142,0.142234,0.092470,1.834186,0.182846,3.717529,3.775686,0.199313,1.216688,0.329151,0.805697,0.298027,1.995885,1.987740,0.255123,0.502923,0.329046,0.655084,0.334528,0.928380,0.647863,0.401418,0.333995,0.300048,0.539099,0.379321,0.146192,0.533374,0.425670,0.583974,0.560811,0.757506,0.617338,0.120047,0.499436,0.462974,0.508015,0.520784,0.660776,0.585332,0.108840
18200,0.350652,0.202537,0.142443,0.091991,1.857069,0.181182,3.772730,3.813775,0.197254,1.231723,0.327306,0.813845,0.297337,2.067596,2.012141,0.254226,0.506137,0.329147,0.660081,0.334426,0.952701,0.649351,0.400455,0.333803,0.299542,0.540945,0.379199,0.147032,0.531822,0.423274,0.582905,0.559809,0.758545,0.616288,0.120224,0.497947,0.460819,0.509134,0.521949,0.665561,0.587708,0.108934
18400,0.351415,0.201948,0.142533,0.091498,1.878644,0.179564,3.827172,3.864153,0.195951,1.246231,0.325561,0.820751,0.296437,2.134615,2.033225,0.253243,0.508387,0.329039,0.664268,0.334223,0.973735,0.648416,0.397420,0.333375,0.298818,0.542680,0.379043,0.147762,0.532623,0.422979,0.583875,0.560706,0.761666,0.616616,0.120352,0.498350,0.459927,0.509741,0.522587,0.669059,0.589106,0.109032
18600,0.351840,0.201134,0.142577,0.090956,1.902845,0.178599,3.856091,3.912019,0.194447,1.259014,0.323980,0.826079,0.295401,2.199077,2.049915,0.251955,0.510731,0.329089,0.667714,0.334079,0.993323,0.650461,0.396556,0.332974,0.298109,0.544301,0.378882,0.148382,0.530996,0.420931,0.583532,0.560175,0.761734,0.615522,0.120430,0.498357,0.458860,0.508248,0.521203,0.670615,0.588911,0.109103
18800,0.351830,0.200070,0.143109,0.090672,1.925634,0.177245,3.900825,3.953411,0.192724,1.274685,0.322011,0.834335,0.294678,2.278928,2.070261,0.250877,0.513504,0.328994,0.672605,0.333826,1.016371,0.653011,0.395743,0.332038,0.296810,0.545467,0.378338,0.149537,0.533270,0.421772,0.584759,0.561449,0.764881,0.616543,0.120557,0.498466,0.458049,0.508304,0.521248,0.673844,0.590124,0.109202
19000,0.352904,0.199550,0.143449,0.090298,1.950251,0.175878,3.925268,3.996330,0.191074,1.289657,0.319873,0.841066,0.293497,2.358973,2.092406,0.249941,0.516107,0.328956,0.677403,0.333495,1.044554,0.652978,0.393792,0.331565,0.295873,0.547013,0.378133,0.150674,0.533606,0.421072,0.584660,0.561010,0.768218,0.617538,0.120725,0.497437,0.456087,0.507652,0.520839,0.676808,0.591811,0.109303
19200,0.353659,0.198870,0.144019,0.090063,1.978084,0.174498,3.938738,4.027789,0.188576,1.303637,0.317722,0.849314,0.292869,2.445961,2.114499,0.248799,0.519221,0.329243,0.682641,0.333381,1.069693,0.651834,0.390860,0.331708,0.295542,0.549433,0.378164,0.151736,0.532081,0.418914,0.584470,0.560831,0.771052,0.618607,0.120837,0.496443,0.454167,0.506457,0.519656,0.677664,0.592217,0.109453
19400,0.354553,0.198294,0.144042,0.089509,2.002391,0.172861,3.965133,4.075570,0.187361,1.320510,0.316626,0.855859,0.291959,2.528045,2.135780,0.247658,0.521498,0.329048,0.686639,0.333007,1.096714,0.652953,0.389023,0.331222,0.294623,0.551007,0.377822,0.152871,0.530378,0.417160,0.586767,0.562903,0.777117,0.621383,0.120999,0.496875,0.453756,0.506967,0.520116,0.678923,0.592928,0.109561
19600,0.355297,0.197715,0.144204,0.089103,2.026175,0.171566,3.985034,4.120345,0.185852,1.335831,0.314841,0.862974,0.291043,2.610643,2.152925,0.246354,0.524934,0.329570,0.691521,0.332976,1.119732,0.655453,0.388426,0.331460,0.294244,0.552970,0.377752,0.153940,0.531462,0.417013,0.586099,0.562162,0.779191,0.621264,0.121141,0.497263,0.452991,0.507667,0.520686,0.681663,0.592763,0.109673
19800,0.356154,0.197205,0.144357,0.088629,2.045992,0.169960,3.997007,4.169317,0.185104,1.351731,0.313246,0.870416,0.290087,2.698831,2.166545,0.244794,0.527025,0.329488,0.696388,0.332798,1.148633,0.656291,0.387190,0.331047,0.293437,0.554649,0.377353,0.155086,0.528752,0.413462,0.585192,0.561310,0.779553,0.620954,0.121254,0.496292,0.450923,0.507848,0.520707,0.684333,0.594271,0.109785
20000,0.356564,0.196493,0.144871,0.088392,2.068946,0.168881,4.003709,4.197579,0.183229,1.365703,0.311520,0.876642,0.289122,2.785218,2.181393,0.243156,0.529630,0.329296,0.699927,0.332218,1.176525,0.656680,0.385216,0.329095,0.291459,0.556344,0.377126,0.156221,0.528963,0.412428,0.585312,0.561408,0.781213,0.621187,0.121343,0.497127,0.450676,0.508379,0.521295,0.686986,0.595425,0.109851
20200,0.356963,0.195827,0.144888,0.087866,2.092931,0.167485,4.017412,4.237397,0.182017,1.380784,0.309815,0.884421,0.288378,2.878901,2.198582,0.241894,0.532269,0.329343,0.704299,0.332114,1.202516,0.659904,0.385104,0.328522,0.290485,0.557907,0.376855,0.157423,0.529072,0.411734,0.583550,0.559919,0.782221,0.621003,0.121507,0.496261,0.448785,0.508689,0.521462,0.688744,0.596125,0.109964
20400,0.358187,0.195613,0.144950,0.087396,2.115490,0.166231,4.028578,4.274906,0.180733,1.394427,0.307884,0.891647,0.287503,2.967844,2.214020,0.240358,0.535884,0.329828,0.708438,0.331736,1.231157,0.659248,0.382383,0.328191,0.289767,0.559497,0.376554,0.158537,0.529654,0.411732,0.584117,0.560441,0.784143,0.621262,0.121648,0.496145,0.447335,0.509452,0.522297,0.692184,0.598364,0.110049
20600,0.357413,0.194288,0.145529,0.087181,2.136813,0.165017,4.014399,4.310201,0.179185,1.407542,0.305952,0.897827,0.286552,3.056481,2.223687,0.238638,0.539496,0.330229,0.712597,0.331565,1.258671,0.662880,0.382410,0.328647,0.289756,0.561413,0.376823,0.159477,0.529382,0.410852,0.584447,0.560944,0.788989,0.622871,0.121780,0.496084,0.446623,0.508899,0.521864,0.694125,0.599202,0.110145
20800,0.357577,0.193459,0.145696,0.086765,2.157117,0.163865,4.020629,4.349630,0.177936,1.419105,0.303824,0.903826,0.285286,3.143103,2.239598,0.237018,0.541491,0.330143,0.716237,0.331158,1.286835,0.663500,0.380830,0.328707,0.289500,0.562853,0.376496,0.160711,0.527302,0.408413,0.583922,0.560003,0.792709,0.624689,0.121851,0.496484,0.446148,0.509048,0.521995,0.697584,0.600477,0.110210
21000,0.359107,0.193384,0.145709,0.086247,2.181619,0.162781,4.038259,4.384100,0.176583,1.432412,0.301953,0.911071,0.284341,3.234120,2.259745,0.236221,0.544847,0.330300,0.720777,0.331109,1.317946,0.665503,0.379885,0.328425,0.288875,0.564840,0.376449,0.162068,0.528126,0.408095,0.583685,0.559655,0.793079,0.623887,0.121965,0.497868,0.446348,0.508606,0.521540,0.699568,0.600920,0.110297
21200,0.359321,0.192642,0.145980,0.085903,2.206286,0.161724,4.045838,4.415722,0.175106,1.444450,0.300087,0.918108,0.283447,3.325862,2.275372,0.235146,0.547638,0.330340,0.723797,0.330286,1.346603,0.668195,0.379361,0.328495,0.288505,0.567118,0.376599,0.163228,0.527474,0.407284,0.584100,0.559826,0.794033,0.623105,0.122095,0.497419,0.445269,0.508810,0.521720,0.703436,0.602632,0.110357
21400,0.359509,0.191983,0.145999,0.085420,2.226410,0.160481,4.036735,4.459576,0.173967,1.457888,0.297918,0.925359,0.282627,3.421442,2.296335,0.234572,0.550780,0.330543,0.728055,0.329817,1.373188,0.668061,0.377288,0.328687,0.288272,0.568576,0.376359,0.164517,0.527607,0.406605,0.584175,0.559969,0.797078,0.624160,0.122194,0.497263,0.444341,0.508473,0.521283,0.705320,0.603195,0.110425
21600,0.359821,0.191443,0.146409,0.085153,2.247910,0.159356,4.029786,4.516320,0.173267,1.475939,0.296696,0.931449,0.281498,3.508850,2.312845,0.233790,0.553907,0.330908,0.732006,0.329660,1.396864,0.667864,0.375290,0.328619,0.287788,0.569994,0.376124,0.165584,0.526789,0.405078,0.582596,0.558656,0.797564,0.623627,0.122295,0.496685,0.442698,0.508210,0.521202,0.706252,0.603597,0.110501
21800,0.360345,0.190928,0.146302,0.084614,2.268666,0.158479,4.043669,4.549012,0.172010,1.488083,0.294844,0.937321,0.280608,3.607106,2.328108,0.232709,0.555681,0.330474,0.736432,0.329296,1.423876,0.669853,0.374317,0.328309,0.287089,0.570679,0.375461,0.166887,0.527445,0.404995,0.582041,0.557730,0.797668,0.622252,0.122419,0.496956,0.442083,0.508031,0.520891,0.708621,0.603938,0.110603
22000,0.361048,0.190526,0.146681,0.084382,2.292708,0.157550,4.049307,4.587059,0.170733,1.500606,0.293025,0.944574,0.279708,3.705988,2.341517,0.231465,0.557985,0.330356,0.740671,0.328907,1.454472,0.671103,0.373072,0.328289,0.286615,0.572276,0.375317,0.168170,0.527254,0.404296,0.584454,0.560091,0.801599,0.624426,0.122570,0.496217,0.440818,0.508307,0.521096,0.711147,0.604985,0.110707
22200,0.361458,0.190020,0.146778,0.083944,2.313495,0.156605,4.069303,4.631729,0.169795,1.511634,0.290737,0.951025,0.278679,3.796537,2.352149,0.229861,0.560567,0.330297,0.743992,0.328391,1.486339,0.672627,0.372283,0.328243,0.286041,0.573521,0.374910,0.169265,0.526188,0.402560,0.584065,0.559686,0.803134,0.624305,0.122673,0.497031,0.440321,0.507499,0.520237,0.712287,0.605520,0.110796
22400,0.361642,0.189334,0.146978,0.083620,2.335310,0.155607,4.063262,4.665697,0.168674,1.525998,0.289379,0.956441,0.277488,3.887713,2.366010,0.228675,0.564031,0.330664,0.748961,0.328500,1.516285,0.672874,0.370553,0.327957,0.285474,0.574573,0.374514,0.170809,0.528284,0.403061,0.582344,0.558066,0.801710,0.622572,0.122771,0.497139,0.439199,0.507454,0.520477,0.713826,0.605574,0.110887
22600,0.361999,0.188773,0.147281,0.083337,2.356269,0.154475,4.062067,4.700675,0.167613,1.540476,0.287992,0.963149,0.276686,3.980601,2.382808,0.227560,0.566292,0.330544,0.752998,0.328244,1.546773,0.674725,0.369804,0.328468,0.285582,0.577185,0.374931,0.172115,0.527754,0.401933,0.582351,0.558035,0.805383,0.623558,0.122848,0.498556,0.439092,0.507422,0.520586,0.715853,0.606428,0.110964
22800,0.362077,0.188096,0.147520,0.083068,2.375430,0.153385,4.059350,4.724822,0.166217,1.552333,0.286571,0.969468,0.275861,4.072645,2.401028,0.226997,0.568963,0.330609,0.757125,0.328009,1.575146,0.677225,0.369406,0.327820,0.284723,0.578754,0.374826,0.173565,0.525902,0.399593,0.582585,0.558246,0.807987,0.623952,0.122965,0.497548,0.436891,0.507501,0.520694,0.716915,0.606961,0.111054
23000,0.362564,0.187605,0.147501,0.082659,2.397291,0.152523,4.050119,4.753390,0.165121,1.565088,0.284991,0.974984,0.274693,4.163009,2.412426,0.225608,0.571685,0.330751,0.761218,0.327817,1.608874,0.678202,0.367892,0.327088,0.283780,0.580260,0.374603,0.175139,0.524323,0.397333,0.582536,0.558064,0.808867,0.623511,0.123059,0.497194,0.435781,0.506955,0.520175,0.718249,0.607347,0.111144
23200,0.362718,0.187061,0.147565,0.082294,2.418863,0.151546,4.057240,4.795401,0.164403,1.577401,0.283946,0.980747,0.274008,4.246523,2.427688,0.224330,0.574460,0.331147,0.764645,0.327148,1.641862,0.677004,0.365439,0.327513,0.283593,0.582252,0.374621,0.176417,0.525087,0.396941,0.582432,0.558155,0.811250,0.624650,0.123149,0.496568,0.434167,0.507053,0.519885,0.719390,0.607432,0.111221
23400,0.362847,0.186427,0.147539,0.081871,2.434223,0.150420,4.057222,4.834458,0.163608,1.588942,0.282587,0.985610,0.272940,4.332194,2.436525,0.223029,0.575862,0.330673,0.767610,0.326356,1.668328,0.679031,0.364765,0.327490,0.283209,0.584870,0.374601,0.177972,0.527495,0.397737,0.581908,0.557478,0.811415,0.624425,0.123239,0.495876,0.432583,0.506512,0.519244,0.719245,0.606724,0.111262
23600,0.362953,0.185776,0.147839,0.081605,2.451140,0.149501,4.053295,4.874732,0.162610,1.601501,0.281016,0.991932,0.272021,4.421448,2.453352,0.222359,0.577783,0.330356,0.771698,0.326050,1.700113,0.678892,0.362987,0.327389,0.282815,0.586331,0.374443,0.179225,0.527291,0.396831,0.582036,0.557590,0.815210,0.625934,0.123362,0.495880,0.431160,0.506365,0.519030,0.721865,0.607997,0.111338
23800,0.362822,0.185077,0.148065,0.081334,2.476024,0.148880,4.070264,4.907829,0.161625,1.613631,0.279566,0.998171,0.271196,4.489575,2.462635,0.220921,0.579778,0.330279,0.774458,0.325248,1.730689,0.679339,0.361392,0.327110,0.282043,0.587450,0.373985,0.181101,0.527675,0.396116,0.580976,0.556712,0.814604,0.624704,0.123502,0.496328,0.430442,0.506381,0.519056,0.722309,0.607885,0.111407
24000,0.363503,0.184794,0.148030,0.080911,2.493036,0.147901,4.069667,4.929427,0.160476,1.623536,0.278093,1.003225,0.270218,4.567076,2.478575,0.220277,0.581881,0.330314,0.777779,0.324886,1.764549,0.680175,0.360245,0.326740,0.281428,0.589217,0.374040,0.182683,0.525959,0.394304,0.580990,0.556774,0.815231,0.624245,0.123651,0.496693,0.429696,0.506012,0.518602,0.723464,0.607653,0.111487
24200,0.363906,0.184252,0.147918,0.080451,2.509816,0.146836,4.064104,4.969992,0.159990,1.637267,0.276984,1.008639,0.269322,4.640172,2.498124,0.219829,0.584129,0.330354,0.782398,0.324873,1.796495,0.683251,0.360226,0.326338,0.280784,0.590714,0.373802,0.184323,0.525980,0.393501,0.581524,0.557046,0.816261,0.623613,0.123732,0.497072,0.428837,0.505481,0.517751,0.722961,0.606888,0.111529
24400,0.364235,0.183795,0.147980,0.080075,2.528554,0.146216,4.075371,4.998352,0.158952,1.650051,0.275673,1.014525,0.268425,4.708343,2.512371,0.218919,0.586634,0.330328,0.785897,0.324244,1.828405,0.682815,0.358162,0.326384,0.280431,0.591816,0.373337,0.186134,0.525848,0.392929,0.581401,0.556831,0.817948,0.623734,0.123791,0.496972,0.427854,0.506614,0.519048,0.724976,0.607580,0.111601
